,gender,international,gpa,gmat,work_exp,admission,major_0,major_1,major_2,race_-1,race_0,race_1,race_2,race_3,race_4,work_industry_0,work_industry_1,work_industry_2,work_industry_3,work_industry_4,work_industry_5,work_industry_6,work_industry_7,work_industry_8,work_industry_9,work_industry_10,work_industry_11,work_industry_12,work_industry_13
15,0,0,0.8806366047745358,0.9102564102564102,0.5555555555555556,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
16,1,0,0.8567639257294429,0.8974358974358975,0.4444444444444444,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
17,1,0,0.8302387267904509,0.8076923076923077,0.6666666666666666,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
18,1,1,0.8196286472148541,0.8589743589743589,0.8888888888888888,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
19,1,0,0.9177718832891246,0.9743589743589743,0.5555555555555556,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
20,0,0,0.9655172413793104,0.9102564102564102,0.6666666666666666,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
21,0,1,0.9071618037135278,0.8205128205128205,0.6666666666666666,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
22,1,0,0.9018567639257294,0.8717948717948718,0.6666666666666666,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
23,0,0,0.9204244031830239,0.9102564102564102,0.5555555555555556,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
24,1,0,0.8647214854111406,0.8846153846153846,0.5555555555555556,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
25,1,1,0.7931034482758621,0.8205128205128205,0.5555555555555556,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
26,1,0,0.8992042440318303,0.9358974358974359,0.4444444444444444,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
27,1,0,0.8169761273209549,0.7307692307692307,0.7777777777777778,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
28,1,1,0.9681697612732095,0.8974358974358975,0.5555555555555556,1,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
29,1,1,0.8063660477453581,0.782051282051282,0.4444444444444444,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
30,1,0,0.8461538461538461,0.7435897435897436,0.5555555555555556,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
31,1,0,0.883289124668435,0.8974358974358975,0.6666666666666666,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
32,0,0,0.9363395225464191,0.9102564102564102,0.5555555555555556,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
33,1,0,0.9283819628647215,0.8333333333333334,0.7777777777777778,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
34,1,1,0.8541114058355438,0.8589743589743589,0.4444444444444444,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
35,1,0,0.9283819628647215,0.9230769230769231,0.5555555555555556,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
36,0,0,0.8381962864721486,0.7564102564102564,0.4444444444444444,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
37,0,0,0.8753315649867374,0.9487179487179487,0.6666666666666666,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
38,0,0,0.9151193633952255,0.8205128205128205,0.3333333333333333,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
39,0,1,0.8275862068965517,0.782051282051282,0.4444444444444444,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
40,0,1,0.9045092838196287,0.7692307692307693,0.7777777777777778,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
41,1,0,0.896551724137931,0.9230769230769231,0.5555555555555556,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
42,0,0,0.7771883289124669,0.7564102564102564,0.4444444444444444,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
43,1,0,0.8673740053050398,0.8333333333333334,0.5555555555555556,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
44,1,0,0.8806366047745358,0.9358974358974359,0.4444444444444444,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
45,1,1,0.8302387267904509,0.782051282051282,0.5555555555555556,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
46,1,0,0.883289124668435,0.9230769230769231,0.7777777777777778,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
47,1,0,0.8567639257294429,0.8461538461538461,0.6666666666666666,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
48,1,0,0.896551724137931,0.8717948717948718,0.5555555555555556,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
49,1,0,0.9098143236074271,0.8333333333333334,0.4444444444444444,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
50,1,0,0.8461538461538461,0.8333333333333334,0.5555555555555556,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
51,0,0,0.8567639257294429,0.8974358974358975,0.6666666666666666,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
52,1,0,0.7851458885941645,0.782051282051282,0.6666666666666666,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
53,0,0,0.9124668435013262,0.8717948717948718,0.4444444444444444,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
54,1,0,0.8196286472148541,0.782051282051282,0.6666666666666666,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
55,0,1,0.8090185676392573,0.8333333333333334,0.7777777777777778,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
56,1,1,0.7984084880636604,0.8461538461538461,0.6666666666666666,0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
57,1,0,0.9045092838196287,0.9487179487179487,0.4444444444444444,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
58,0,0,0.8673740053050398,0.8589743589743589,0.5555555555555556,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
59,1,0,0.8302387267904509,0.8076923076923077,0.5555555555555556,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
60,0,1,0.7957559681697612,0.8205128205128205,0.3333333333333333,1,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
61,1,0,0.8912466843501325,0.8333333333333334,0.5555555555555556,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
62,0,0,0.8992042440318303,0.8717948717948718,0.5555555555555556,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
63,1,1,0.8779840848806366,0.8589743589743589,0.4444444444444444,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
64,1,0,0.8143236074270557,0.7307692307692307,0.6666666666666666,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
65,1,0,0.9363395225464191,0.8846153846153846,0.5555555555555556,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
66,1,0,0.9257294429708224,0.7948717948717948,0.4444444444444444,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
67,1,0,0.9045092838196287,0.8846153846153846,0.6666666666666666,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
68,1,1,0.8859416445623342,0.8846153846153846,0.5555555555555556,0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
69,0,1,0.8859416445623342,0.8717948717948718,0.5555555555555556,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
70,0,1,0.76657824933687,0.8589743589743589,0.5555555555555556,1,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
71,0,1,0.8885941644562334,0.8205128205128205,0.5555555555555556,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
72,1,0,0.843501326259947,0.8205128205128205,0.4444444444444444,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
73,1,1,0.8488063660477454,0.8205128205128205,0.5555555555555556,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
74,1,0,0.8408488063660478,0.8205128205128205,0.4444444444444444,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
75,0,0,0.8222811671087533,0.8717948717948718,0.4444444444444444,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
76,1,0,0.7771883289124669,0.7948717948717948,0.4444444444444444,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
77,1,1,0.8488063660477454,0.9358974358974359,0.4444444444444444,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
78,1,0,0.9336870026525199,0.782051282051282,0.6666666666666666,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
79,0,0,0.8885941644562334,0.9102564102564102,0.6666666666666666,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
80,1,0,0.8355437665782494,0.7948717948717948,0.4444444444444444,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
81,1,0,0.8514588859416445,0.8205128205128205,0.6666666666666666,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
82,1,0,0.8222811671087533,0.8589743589743589,0.7777777777777778,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
83,1,0,0.923076923076923,0.9102564102564102,0.5555555555555556,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
84,1,0,0.8355437665782494,0.8333333333333334,0.6666666666666666,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
85,1,0,0.8196286472148541,0.782051282051282,0.6666666666666666,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
86,0,0,0.8328912466843502,0.8461538461538461,0.6666666666666666,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
87,1,0,0.7877984084880637,0.7435897435897436,0.4444444444444444,0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
88,1,0,0.8408488063660478,0.8589743589743589,0.5555555555555556,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
89,0,0,0.8567639257294429,0.7948717948717948,0.7777777777777778,1,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
90,0,0,0.8090185676392573,0.7692307692307693,0.5555555555555556,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
91,1,0,0.8806366047745358,0.8589743589743589,0.4444444444444444,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
92,1,0,0.8169761273209549,0.8205128205128205,0.5555555555555556,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
93,1,1,0.8912466843501325,0.8846153846153846,0.5555555555555556,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
94,1,0,0.8222811671087533,0.782051282051282,0.5555555555555556,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
95,0,0,0.896551724137931,0.8461538461538461,0.5555555555555556,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
96,1,0,0.8647214854111406,0.8333333333333334,0.6666666666666666,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
97,1,0,0.8488063660477454,0.7692307692307693,0.4444444444444444,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
98,1,0,0.9681697612732095,0.8974358974358975,0.6666666666666666,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
99,0,1,0.8859416445623342,0.8333333333333334,0.5555555555555556,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
100,0,0,0.8753315649867374,0.8589743589743589,0.4444444444444444,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
101,1,0,0.8249336870026525,0.782051282051282,0.6666666666666666,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
102,1,1,0.8169761273209549,0.9487179487179487,0.4444444444444444,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
103,1,0,0.8488063660477454,0.7564102564102564,0.5555555555555556,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
104,1,1,0.8753315649867374,0.7564102564102564,0.5555555555555556,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
105,1,0,0.8514588859416445,0.782051282051282,0.4444444444444444,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
106,0,0,0.8647214854111406,0.8589743589743589,0.6666666666666666,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
107,0,0,0.8726790450928382,0.8205128205128205,0.6666666666666666,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
108,0,0,0.8620689655172413,0.8205128205128205,0.5555555555555556,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
109,0,0,0.8488063660477454,0.8717948717948718,0.7777777777777778,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
110,0,0,0.8567639257294429,0.782051282051282,0.5555555555555556,1,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
111,1,0,0.8806366047745358,0.8589743589743589,0.4444444444444444,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
112,0,0,0.9177718832891246,0.8461538461538461,0.5555555555555556,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
113,0,0,0.8726790450928382,0.782051282051282,0.4444444444444444,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
114,1,0,0.883289124668435,0.8717948717948718,0.4444444444444444,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
115,0,1,0.7931034482758621,0.7307692307692307,0.6666666666666666,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
116,1,0,0.8541114058355438,0.782051282051282,0.5555555555555556,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
117,0,1,0.8726790450928382,0.9102564102564102,0.4444444444444444,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
118,1,1,0.8647214854111406,0.8333333333333334,0.4444444444444444,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
119,1,0,0.8620689655172413,0.7948717948717948,0.6666666666666666,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
120,1,1,0.8806366047745358,0.8076923076923077,0.6666666666666666,0,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
121,1,0,0.9124668435013262,0.9487179487179487,0.6666666666666666,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
122,1,1,0.9018567639257294,0.9358974358974359,0.5555555555555556,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
123,0,0,0.9310344827586207,0.8974358974358975,0.7777777777777778,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
124,0,0,0.9098143236074271,0.9102564102564102,0.7777777777777778,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
125,0,0,0.8673740053050398,0.8461538461538461,0.6666666666666666,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
126,1,0,0.8859416445623342,0.8974358974358975,0.4444444444444444,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
127,1,0,0.8143236074270557,0.8205128205128205,0.6666666666666666,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
128,1,1,0.8912466843501325,0.8589743589743589,0.2222222222222222,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
129,1,0,0.8514588859416445,0.8846153846153846,0.7777777777777778,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
130,0,0,0.870026525198939,0.782051282051282,0.6666666666666666,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
131,0,0,0.8116710875331565,0.8333333333333334,0.5555555555555556,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
132,1,0,0.8806366047745358,0.8589743589743589,0.4444444444444444,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
133,1,1,0.883289124668435,0.8589743589743589,0.5555555555555556,0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
134,0,0,0.8779840848806366,0.7692307692307693,0.5555555555555556,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
135,1,0,0.8381962864721486,0.7307692307692307,0.5555555555555556,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
136,1,0,0.8488063660477454,0.7692307692307693,0.6666666666666666,0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
137,1,1,0.8408488063660478,0.7692307692307693,0.4444444444444444,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
138,0,1,0.923076923076923,1.0,0.5555555555555556,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
139,1,0,0.8222811671087533,0.7307692307692307,0.5555555555555556,0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
140,1,0,0.7824933687002653,0.7564102564102564,0.5555555555555556,0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
141,1,0,0.8806366047745358,0.7307692307692307,0.6666666666666666,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
142,1,0,0.8594164456233422,0.8461538461538461,0.7777777777777778,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
143,0,0,0.8514588859416445,0.7435897435897436,0.6666666666666666,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
144,1,0,0.8806366047745358,0.8461538461538461,0.4444444444444444,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
145,1,0,0.8488063660477454,0.8076923076923077,0.6666666666666666,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
146,1,0,0.8938992042440319,0.9102564102564102,0.5555555555555556,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
147,1,0,0.8328912466843502,0.7948717948717948,0.5555555555555556,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
148,0,1,0.8806366047745358,0.8333333333333334,0.5555555555555556,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
149,0,1,0.8302387267904509,0.7435897435897436,0.4444444444444444,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
150,0,0,0.9416445623342174,0.8717948717948718,0.6666666666666666,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
151,1,0,0.8541114058355438,0.7948717948717948,0.5555555555555556,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
152,1,1,0.9071618037135278,0.8076923076923077,0.6666666666666666,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
153,0,0,0.843501326259947,0.8333333333333334,0.6666666666666666,1,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
154,1,1,0.8328912466843502,0.7948717948717948,0.6666666666666666,0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
155,1,1,0.8594164456233422,0.8717948717948718,0.7777777777777778,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
156,1,0,0.8753315649867374,0.8076923076923077,0.3333333333333333,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
157,0,0,0.8488063660477454,0.782051282051282,0.4444444444444444,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
158,1,0,0.9045092838196287,0.9102564102564102,0.4444444444444444,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
159,1,1,0.8037135278514588,0.7307692307692307,0.5555555555555556,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
160,1,0,0.8753315649867374,0.8205128205128205,1.0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
161,0,0,0.8408488063660478,0.7692307692307693,0.4444444444444444,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
162,0,0,0.9098143236074271,0.8717948717948718,0.3333333333333333,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
163,1,0,0.8912466843501325,0.8974358974358975,0.5555555555555556,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
164,0,1,0.8355437665782494,0.8333333333333334,0.5555555555555556,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
165,0,0,0.8567639257294429,0.8717948717948718,0.6666666666666666,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
166,0,0,0.8912466843501325,0.9102564102564102,0.4444444444444444,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
167,1,0,0.7957559681697612,0.7307692307692307,0.6666666666666666,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
168,1,0,0.8620689655172413,0.8205128205128205,0.7777777777777778,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
